Date,High,Low,Volume,Volatility
2019-01-02,106.05428330103409,104.6841520975969,9723500,1.3701312034371966
2019-01-03,105.57813674193403,102.94475754365745,10594700,2.633379198276586
2019-01-04,107.61875440338079,104.21771024616335,10122800,3.4010441572174415
2019-01-07,108.2503822900071,106.20975720456461,6714700,2.0406250854424854
2019-01-08,109.37758936010025,108.02688941563184,8730700,1.3506999444684027
2019-01-09,109.61081106916974,108.40586422379091,5931900,1.204946845378828
2019-01-10,109.71769225317419,108.34755371046259,6160100,1.3701385427116008
2019-01-11,109.72740512804955,108.57105510187857,4819100,1.1563500261709834
2019-01-14,109.51363665074992,108.27954654708896,6980600,1.2340901036609608
2019-01-15,109.9800549379206,107.48271700838288,9800900,2.4973379295377214
2019-01-16,108.84313673880347,107.67705996137383,5899900,1.1660767774296374
2019-01-17,108.11434592970303,107.04544773385673,6392000,1.0688981958463017
2019-01-18,108.76541022156252,107.6965119373253,8554700,1.0688982842372212
2019-01-22,108.18237119057268,106.64704071578898,6986700,1.5353304747837058
2019-01-23,108.67794686148889,106.88997269497987,6845600,1.7879741665090165
2019-01-24,107.96858029938925,106.82194221998304,6716800,1.1466380794062019
2019-01-25,108.3475540609478,107.5313069880276,5706900,0.8162470729202056
2019-01-28,107.85196649734046,106.84136963223976,6178800,1.0105968651006947
2019-01-29,107.79367699115541,106.8899705797067,5253700,0.9037064114487094
2019-01-30,107.45357034293684,105.8793699793706,7853800,1.5742003635662485
2019-01-31,108.3864201961708,106.89967921328262,8351600,1.486740982888179
2019-02-01,108.88200872021848,107.79367185722275,6557700,1.0883368629957317
2019-02-04,108.81399502255017,107.55074693036734,7037000,1.2632480921828346
2019-02-05,109.55249448464184,108.29896582701085,13619800,1.2535286576309943
2019-02-06,110.69913058580926,107.92971030555076,14229000,2.769420280258501
2019-02-07,107.96858259358218,106.70533458625074,8658100,1.2632480073314412
2019-02-08,108.38641990807865,106.94826082619505,6395500,1.4381590818835974
2019-02-11,108.64879048858681,106.16117180986188,11086400,2.487618678724928
2019-02-12,107.69649900957734,106.06399744670398,7610200,1.6325015628733581
2019-02-13,107.35639457769459,106.14173591418455,6919700,1.2146586635100363
2019-02-14,108.34756582610497,106.44298170212285,6324300,1.9045841239821186
2019-02-15,109.44560825050532,107.89084654873542,8197300,1.5547617017698911
2019-02-19,110.5533715126358,109.63995322364427,8169600,0.9134182889915365
2019-02-20,110.86432368728735,110.08694657886355,7081500,0.7773771084238064
2019-02-21,111.30160177278051,109.67881960344647,9480100,1.6227821693340445
2019-02-22,112.49683378960022,110.72829091059319,8734700,1.768542879007029
2019-02-25,112.52598688806567,110.25214190705076,9327700,2.2738449810149177
2019-02-26,110.78659081221137,109.65938400011767,8956000,1.1272068120937035
2019-02-27,110.30074127812219,109.28042489389571,7249500,1.0203163842264757
2019-02-28,110.2229962592698,109.56222158861796,6716700,0.6607746706518469
2019-03-01,111.20444111535653,110.2424260400352,6996900,0.9620150753213323
2019-03-04,111.18500130970857,109.89260262334096,6015000,1.292398686367605
2019-03-05,111.30161182826697,110.54366595201499,5225100,0.7579458762519806
2019-03-06,111.79718644341501,110.77687019978386,7352800,1.0203162436311572
2019-03-07,111.65143464918268,110.2618647318517,6324000,1.3895699173309737
2019-03-08,110.62139000155291,109.7079717299083,6549100,0.9134182716446162
2019-03-11,111.74860038009344,110.80602404287121,6952700,0.9425763372222207
2019-03-12,112.04012830618986,110.81575018587044,9920300,1.2243781203194146
2019-03-13,111.60283337005502,110.50478463816722,17994500,1.0980487318878005
2019-03-14,111.52509567518689,110.70884861855062,17409600,0.8162470566362714
2019-03-15,112.21503423387414,110.46592271497536,14932700,1.749111518898772
2019-03-18,110.77686995868648,109.28040959767218,21769800,1.4964603610143001
2019-03-19,110.49507511438568,106.69562643959652,45384400,3.7994486747891614
2019-03-20,107.74508544714712,104.99510371350846,35588700,2.7499817336386627
2019-03-21,107.03572353757097,105.30605077680144,27438900,1.7296727607695317
2019-03-22,105.91823993405293,104.47036882179636,24133800,1.4478711122565784
2019-03-25,105.98625618629667,104.28573405514258,18187500,1.700522131154088
2019-03-26,107.22035103579498,105.20887649084952,16693100,2.0114745449454574
2019-03-27,107.94913712240242,106.62759536683068,10794800,1.3215417555717437
2019-03-28,108.12405976583156,107.12318214444835,11748900,1.0008776213832107
2019-03-29,108.4447303388536,107.26894157344134,16358800,1.175788765412264
2019-04-01,109.67882467917795,108.23094617045963,10785100,1.4478785087183184
2019-04-02,110.10637792963502,108.75567806716745,9231800,1.3506998624675646
2019-04-03,109.91203736281801,109.03748161350134,10534900,0.87455574931667
2019-04-04,111.61255919881275,109.83429708304432,14378400,1.7782621157684275
2019-04-05,111.87492566053989,111.07810982549563,10907900,0.7968158350442565
2019-04-08,112.55513719207988,111.39877972049189,11054200,1.1563574715879952
2019-04-09,113.84753607293972,112.02068461319946,17340300,1.8268514597402543
2019-04-10,114.69293189003426,112.99240971022071,14091100,1.7005221798135466
2019-04-11,114.5277457202773,113.0312852387811,12784500,1.4964604814962001
2019-04-12,127.19905195084878,122.7874181174967,65253500,4.411633833352084
2019-04-15,128.94816709491607,126.12043802861584,32773700,2.827729066300236
2019-04-16,128.3942872233706,125.89694183354362,14564300,2.4973453898269895
2019-04-17,128.61777844087732,125.62485768477762,14253700,2.992920756099693
2019-04-18,129.11335424991285,127.4031201670517,11890600,1.7102340828611489
2019-04-22,128.46230291022482,127.3253841307009,10197500,1.1369187795239242
2019-04-23,130.4446325267155,128.8995753905799,12159300,1.545057136135597
2019-04-24,131.91193581166476,128.9676042869205,11449500,2.944331524744257
2019-04-25,134.95344917609788,131.02766383141727,16382500,3.9257853446806052
2019-04-26,136.0806375251082,133.62216949218694,14167600,2.458468032921246
2019-04-29,138.34478200079548,133.71936635874843,25746100,4.625415642047045
2019-04-30,135.4490200860898,132.1840169140288,15253100,3.265003172061
2019-05-01,134.26350883518373,132.38808296769727,8906700,1.875425867486456
2019-05-02,131.8536531212887,128.63723877925494,16580400,3.216414342033744
2019-05-03,131.48436216829833,129.99762122347636,8874400,1.4867409448219746
2019-05-06,131.50382294966838,128.55949118569043,9955600,2.9443317639779423
2019-05-07,132.12571967914693,129.00646952516504,10972700,3.1192501539818807
2019-05-08,131.86334925436236,129.5409223470491,15423500,2.3224269073132575
2019-05-09,132.6212939156915,129.08420830593502,15297100,3.537085609756474
2019-05-10,130.52237184706965,127.5197242842232,9858500,3.002647562846448
2019-05-13,128.90930415672338,126.85895964487281,11389900,2.050344511850568
2019-05-14,130.85274880380197,128.31654098443298,12001700,2.5362078193689968
2019-05-15,131.38720604326005,128.3068185962641,9734100,3.0803874469959567
2019-05-16,132.5435547024094,130.99851235623618,9689400,1.5450423461732328
2019-05-17,132.135425822704,130.24056124552584,8964200,1.8948645771781685
2019-05-20,130.6000991291876,129.48261904213868,8009000,1.117480087048932
2019-05-21,130.76528292468115,129.3465552690394,7050300,1.4187276556417316
2019-05-22,130.3766034840107,129.61865764698123,5093700,0.7579458370294674
2019-05-23,129.77414872674984,128.21937953695902,6743300,1.554769189790818
2019-05-24,129.5214621680876,128.48172217406417,4570100,1.0397399940234209
2019-05-28,130.25028826444756,128.8412869965353,8938400,1.4090012679122594
2019-05-29,128.41371678426677,127.0824555424982,7749600,1.3312612417685727
2019-05-30,128.92872030097652,127.62660979005418,5274000,1.302110510922347
2019-05-31,129.1716601483288,127.08245307528684,7420700,2.089207073041976
2019-06-03,129.19107988098315,127.77236700375023,7901400,1.4187128772329203
2019-06-04,131.06652572746142,129.16193452721447,8247500,1.904591200246955
2019-06-05,132.15487412453345,131.124845860355,6842800,1.0300282641784406
2019-06-06,133.5541510001624,131.89249143367286,6027300,1.6616595664895328
2019-06-07,134.83683641542805,133.44727388924855,7026300,1.3895625261795033
2019-06-10,134.9534493368912,132.2228988629014,8479500,2.7305504739898083
2019-06-11,133.8554042805263,131.1248535782914,6352200,2.7305507022348934
2019-06-12,132.42696202025107,131.00824882166472,5537000,1.418713198586346
2019-06-13,137.83948028431212,133.71935248429025,17939500,4.120127800021862
2019-06-14,138.90837443324608,136.5567968259983,11125200,2.3515776072477763
2019-06-17,137.47993518552892,135.17694688371677,8542700,2.3029883018121495
2019-06-18,139.45254763914718,135.0409132286554,11231400,4.411634410491786
2019-06-19,137.08154371251933,134.66193799100617,6877100,2.4196057215131646
2019-06-20,138.20872355094343,135.95432467839063,8485800,2.254398872552798
2019-06-21,137.98523500200704,136.04178098789427,14150000,1.943454014112774
2019-06-24,136.49850283274097,133.90399333277605,10497400,2.5945094999649143
2019-06-25,136.44017228409373,134.7493622059608,14675400,1.6908100781329267
2019-06-26,136.76086414905703,135.565629256081,8842100,1.195234892976032
2019-06-27,137.73260401254348,134.99232648293787,6466300,2.7402775296056063
2019-06-28,136.24584706489154,134.69107795823743,20078800,1.5547691066541063
2019-07-01,137.93664741401753,135.2838368031893,8972400,2.652810610828226
2019-07-02,138.82091582068796,137.275873493693,7554100,1.5450423269949454
2019-07-03,138.95693868854448,137.98521184456865,4150900,0.97172684397583
2019-07-05,139.70993415945503,137.56867096255647,5596000,2.1412631968985636
2019-07-08,139.06462400732264,137.83267106063133,4993900,1.2319529466913082
2019-07-09,138.56598757818364,136.63982922138368,7396300,1.9261583567999594
2019-07-10,141.0396642428429,138.8495108795293,9533700,2.190153363313584
2019-07-11,142.1054204980929,140.34547693807502,10471100,1.7599435600178879
2019-07-12,142.19340254926306,140.79523480924829,8510000,1.3981677400147703
2019-07-15,142.12497618649195,140.76591159290695,5289200,1.3590645935850034
2019-07-16,141.76322356789052,140.60947694879505,5854700,1.1537466190954717
2019-07-17,141.46009113205173,139.20150334040204,5296400,2.2585877916496884
