Date,High,Low,Volume,Volatility
2019-01-02,50.4651417667842,48.580011587377875,16727200,1.8851301794063247
2019-01-03,50.73959508285431,49.37450179121582,13866100,1.3650932916384875
2019-01-04,51.47630989930358,50.0967735962661,16043600,1.379536303037483
2019-01-07,52.07579456794176,51.09350450003887,10844200,0.9822900679028947
2019-01-08,52.42970542842635,51.96023318373412,11439000,0.46947224469223414
2019-01-09,52.436928234029644,51.750772271984005,13473500,0.686155962045639
2019-01-10,52.06134775123191,51.36796754995585,13151100,0.6933802012760566
2019-01-11,51.92412691207098,51.33186416922217,9790100,0.5922627428488099
2019-01-14,51.84466999935002,51.36797346690524,11012400,0.4766965324447767
2019-01-15,52.26360922438417,51.51244558447747,10298300,0.7511636399067001
2019-01-16,52.27804047799777,51.50520973082854,12595600,0.7728307471692304
2019-01-17,52.24913811354126,51.20907049362939,10141700,1.0400676199118664
2019-01-18,52.93530788786127,52.097469843957015,15759200,0.8378380439042559
2019-01-22,52.516384541875006,51.77244543236719,15035600,0.7439391095078136
2019-01-23,52.22025770009123,51.23074326777328,13187200,0.9895144323179537
2019-01-24,51.981900378620225,51.021277598119575,11272500,0.9606227805006498
2019-01-25,52.19858825273353,51.67133284692161,8996200,0.5272554058119212
2019-01-28,51.48353478375978,50.82627028873056,13678400,0.6572644950292172
2019-01-29,52.1408071008197,51.62799474379983,10513200,0.5128123570198682
2019-01-30,52.41527083099383,51.64966439103892,11524700,0.7656064399549152
2019-01-31,53.0797541175762,52.0180136683235,19876700,1.061740449252703
2019-02-01,55.2465717443713,53.679243167119814,22968700,1.5673285772514873
2019-02-04,54.7193119974019,53.73702192855177,15483800,0.9822900688501335
2019-02-05,54.63265053114852,54.17762118081411,12786700,0.4550293503344136
2019-02-06,54.72652799477841,54.26427451627781,10866900,0.4622534785005996
2019-02-07,54.30760721639366,53.3758761250981,14418900,0.9317310912955605
2019-02-08,54.092620905625395,53.114034241401214,11959500,0.9785866642241814
2019-02-11,54.2021655278336,53.60332749953083,10434800,0.5988380283027723
2019-02-12,55.10040353824224,54.64032263306835,12599200,0.4600809051738892
2019-02-13,55.89643916317384,55.14424079086586,13214600,0.7521983723079799
2019-02-14,55.976774701063874,55.29029976520517,12772900,0.6864749358587048
2019-02-15,56.787394136160366,56.04979912827957,14330300,0.7375950078807989
2019-02-19,57.313203125279706,56.56099920075662,13551500,0.7522039245230872
2019-02-20,57.55420047801899,56.96266687418465,12633100,0.5915336038343426
2019-02-21,57.44465420116989,56.67784693686441,10266000,0.7668072643054771
2019-02-22,57.656435569289535,56.68515339120638,9519300,0.9712821780831575
2019-02-25,57.58340895920658,57.10871898567313,9274400,0.4746899735334509
2019-02-26,57.7878805696155,57.247467203539756,10990600,0.5404133660757466
2019-02-27,58.24066666429859,57.4446527034159,12398200,0.7960139608826893
2019-02-28,58.24065752725749,57.48115486707865,14597900,0.759502660178839
2019-03-01,58.42323303222656,57.714850440243026,15419400,0.7083825919835363
2019-03-04,58.82491289369194,57.70026464688936,18089900,1.124648246802579
2019-03-05,58.71536444437771,58.24067444739933,13745500,0.474689996978384
2019-03-06,57.97046599519932,56.86042673142366,18633600,1.1100392637756613
2019-03-07,58.613124227516884,57.92664929098754,16541700,0.6864749365293434
2019-03-08,57.926633140075644,57.14522265065881,16211300,0.7814104894168352
2019-03-11,58.635026783833304,58.16764129465945,11060900,0.46738548917385714
2019-03-12,58.84680280891189,58.342900641073356,11320000,0.5039021678385325
2019-03-13,58.97826632889335,58.569299832495524,10260200,0.4089664963978237
2019-03-14,59.0878052874427,58.67883883076084,9976700,0.4089664566818598
2019-03-15,58.82489698300638,58.49626294305046,25316400,0.3286340399559222
2019-03-18,59.336107896649,58.74457432701526,9840600,0.5915335696337394
2019-03-19,59.88381999535274,58.89062448628124,13936500,0.9931955090714979
2019-03-20,59.82540699724536,58.832211295958984,13133600,0.9931957012863748
2019-03-21,59.80350433427417,59.00749015423713,10117000,0.7960141800370408
2019-03-22,59.474874462206365,58.64234353693885,12497700,0.8325309252675126
2019-03-25,58.74457277363265,58.12382135778855,11320400,0.6207514158440972
2019-03-26,59.350705437263024,58.55469148069839,9472800,0.7960139565646358
2019-03-27,59.37992974338729,58.29179825740767,7258700,1.0881314859796163
2019-03-28,59.000166501158816,58.437839730927685,7412300,0.562326770231131
2019-03-29,59.504070741035896,58.77378026129241,10889200,0.7302904797434877
2019-04-01,59.72316814120072,59.21196691764704,10816400,0.5112012235536838
2019-04-02,59.84731862375569,59.23387713078921,7646000,0.61344149296648
2019-04-03,59.71585457040593,58.86872044743148,8562900,0.8471341229744525
2019-04-04,59.94226076487395,58.9855761787386,9360600,0.9566845861353528
2019-04-05,60.270873360032446,59.847303537844915,10059100,0.42356982218753103
2019-04-08,60.76016872859678,60.31469106791171,9108200,0.44547766068507144
2019-04-09,60.30740412481322,59.693957072279225,8561600,0.6134470525339921
2019-04-10,59.94226575204381,59.45297228956355,10324300,0.48929346248026206
2019-04-11,59.93493452462754,59.168127355238305,9115100,0.7668071693892387
2019-04-12,60.47537229594061,58.84682712244439,16638700,1.6285451734962209
2019-04-15,59.19735402221955,58.802996431156366,8536100,0.3943575910631836
2019-04-16,59.40914340594603,58.9271544730589,7005700,0.48198893288713407
2019-04-17,59.664724329727825,59.21194784093304,8311400,0.4527764887947825
2019-04-18,59.759665491487546,59.20464322071066,9493900,0.5550222707768881
2019-04-22,60.774773200060935,59.62091293174192,10770600,1.153860268319015
2019-04-23,60.971960677171836,60.38042707368836,10595100,0.5915336034834766
2019-04-24,60.67252493014242,59.686634050610095,11684000,0.9858908795323273
2019-04-25,60.49727123959959,59.44565655373507,11135000,1.0516146858645214
2019-04-26,58.88332237996646,58.10191174964265,18053500,0.7814106303238049
2019-04-29,58.70074906643385,58.17494458052925,10023700,0.5258044859046009
2019-04-30,58.81029250237727,58.372119320967606,13721500,0.43817318140966677
2019-05-01,58.61311482055222,57.41543889266052,13909800,1.1976759278917015
2019-05-02,57.32780753374321,56.40763989096709,15360400,0.9201676427761214
2019-05-03,57.116024573989534,56.55370328896088,12180700,0.5623212850286521
