Date,High,Low,Volume,Volatility
2019-01-02,1712.078720716678,1666.801645044279,312600,45.27707567239895
2019-01-03,1688.33143130212,1634.4090114378785,445200,53.92241986424165
2019-01-04,1712.3843356201419,1654.7554849610713,541000,57.62885065907062
2019-01-07,1706.7851111250257,1679.3802891547532,334800,27.40482197027245
2019-01-08,1731.025495171626,1657.2495114739954,652400,73.77598369763064
2019-01-09,1658.954991414811,1613.7469840795034,786300,45.208007335307684
2019-01-10,1662.0110591721186,1616.6847581929492,459700,45.326300979169446
2019-01-11,1654.1937014948312,1631.4023965941512,331200,22.79130490067996
2019-01-14,1684.5358155395818,1621.6133189520995,439200,62.92249658748233
2019-01-15,1679.952192417618,1657.653779578642,436100,22.29841283897622
2019-01-16,1674.076709776337,1652.7049974803815,503700,21.371712295955604
2019-01-17,1713.2028073353122,1652.7052868347491,363200,60.49752050056304
2019-01-18,1751.5791065283572,1712.7984264964407,552600,38.78068003191652
2019-01-22,1734.6532533645216,1667.4326310303788,758000,67.22062233414272
2019-01-23,1721.749223521387,1690.726654279988,437900,31.02256924139897
2019-01-24,1779.516410689689,1724.0167608867105,695700,55.49964980297864
2019-01-25,1808.005265436337,1773.4339004640108,483200,34.57136497232614
2019-01-28,1808.9124380401952,1754.8718480156826,387800,54.04059002451254
2019-01-29,1794.519900808896,1768.6923067607747,212300,25.827594048121227
2019-01-30,1809.3854663757902,1779.9105223857885,300500,29.474943990001748
2019-01-31,1824.8623743685425,1794.490333265833,314900,30.372041102709545
2019-02-01,1835.5971158401803,1795.258947704312,278200,40.33816813586827
2019-02-04,1835.7848009470915,1811.810483924758,319500,23.97431702233348
2019-02-05,1888.987427646355,1853.2035676875323,487900,35.78385995882263
2019-02-06,1882.846126039436,1848.126866668964,243000,34.719259370471946
2019-02-07,1873.6288595274393,1835.5381823128405,362600,38.09067721459883
2019-02-08,1872.9782955518026,1835.5382672100347,276000,37.44002834176786
2019-02-11,1853.952598839439,1830.5895845008758,327700,23.36301433856306
2019-02-12,1872.988093170931,1835.2424156703457,262200,37.745677500585316
2019-02-13,1896.6469296229482,1871.7756380478434,277300,24.871291575104806
2019-02-14,1895.2964825823879,1873.9739857584952,208900,21.322496823892607
2019-02-15,1907.1455334403524,1871.5783977962128,331800,35.567135644139626
2019-02-19,1924.1109203768542,1882.0377577694078,338400,42.07316260744642
2019-02-20,1917.338520306157,1892.7038069456694,322200,24.634713360487694
2019-02-21,1905.1739928046388,1873.2740617666707,414100,31.899931037968145
2019-02-22,1896.5581718697733,1870.2376884805471,385800,26.320483389226183
2019-02-25,1907.323178659293,1859.0197939293619,454100,48.30338472993117
2019-02-26,1892.5363163839368,1859.0196840623496,366000,33.51663232158717
2019-02-27,1924.4953063132257,1870.040650440851,750600,54.45465587237459
2019-02-28,1738.813411380458,1667.9454317576156,1989800,70.86797962284254
