Date,High,Low,Volume,Volatility
2019-01-02,149.83297248129438,148.0227344922583,2571500,1.810237989036068
2019-01-03,149.9604208478319,148.22668178857327,3728200,1.7337390592586246
2019-01-04,152.29758467240248,149.31452834032615,3194300,2.9830563320763304
2019-01-07,154.5752547090515,151.39671783749395,3283000,3.1785368715575544
2019-01-08,154.92370458254814,152.90101094602483,2941400,2.0226936365233144
2019-01-09,153.74237749956254,152.2890985571758,2680700,1.4532789423867314
2019-01-10,154.5752448079003,152.39956722540728,2498500,2.175677582493023
2019-01-11,155.01713338604603,153.36838743254748,2348900,1.6487459534985476
2019-01-14,154.46473004859877,153.56386492210436,1886200,0.9008651264944092
2019-01-15,155.70555759876677,153.606365943041,3860200,2.0991916557257753
2019-01-16,154.2778314233537,152.24663037990305,3375600,2.0312010434506362
2019-01-17,153.92083740234375,152.15309612601774,3061000,1.7677412763260065
2019-01-18,155.74803902560814,153.77633638686245,3498000,1.9717026387456826
2019-01-22,157.6347959965875,154.88970364534333,3190300,2.745092351244182
2019-01-23,158.22122031297636,156.47047996400414,2530700,1.750740348972215
2019-01-24,159.67453345558187,158.02577373297356,3214200,1.648759722608304
2019-01-25,160.98328839631816,156.31747092114782,4405600,4.665817475170343
2019-01-28,156.1390139168265,154.5327509131125,4138700,1.6062630037140195
2019-01-29,156.1390250595888,153.80186897391005,3666700,2.3371560856787426
2019-01-30,159.59801912330897,151.84716334208744,9489900,7.7508557812215315
2019-01-31,154.54971908279288,150.31733374799055,10440100,4.232385334802331
2019-02-01,153.39389651363192,149.98589050617335,6529200,3.4080060074585674
2019-02-04,151.0907617894126,149.2890311141675,4533800,1.8017306752450963
2019-02-05,152.4845532673696,150.61483107772602,4495900,1.8697221896435678
2019-02-06,150.89527911132387,149.56947644744915,3965200,1.3258026638747253
2019-02-07,149.7989381850343,148.14168480131536,4176300,1.6572533837189383
2019-02-08,149.12756655200548,148.21819408181975,4051600,0.9093724701857298
2019-02-11,149.49302252841355,148.02274225982381,3216400,1.4702802685897325
2019-02-12,148.9660868448294,147.70827549376838,4692800,1.257811351061008
2019-02-13,148.4391665836953,147.6657772423499,5283000,0.7733893413454211
2019-02-14,149.9519184025493,147.37679868238362,4428800,2.5751197201656737
2019-02-15,152.96050519024666,150.43637529848843,4648600,2.5241298917582355
2019-02-19,154.5922203980324,152.26357175364592,4765400,2.328648644386476
2019-02-20,153.75937616525715,152.41657217265447,3707400,1.3428039926026827
2019-02-21,155.81606377092572,153.3174294464624,4391000,2.4986343244633247
2019-02-22,155.87554445030804,154.67721783714723,3073500,1.1983266131608161
2019-02-25,156.98034427792615,155.02563008929786,3090800,1.9547141886282873
2019-02-26,156.21549880956354,155.07666958859124,2219100,1.1388292209722977
2019-02-27,156.427978709488,155.39113024969734,2261700,1.0368484597906615
2019-02-28,157.35542670693243,155.6705131842906,3297900,1.6849135226418355
2019-03-01,158.78379349995782,157.4324535060378,2691000,1.3513399939200212
2019-03-04,157.99692165878722,153.69483568760302,4899800,4.302085971184198
2019-03-05,155.44818818819155,154.25079333436474,3362500,1.1973948538268075
2019-03-06,156.91073328550019,155.57647652025278,2083900,1.334256765247403
2019-03-07,155.99557470903548,153.90867529342958,3268100,2.086899415605899
2019-03-08,153.95146191950295,152.47182096745223,2757200,1.4796409520507154
2019-03-11,154.90935827725266,153.78038781954876,2071500,1.1289704577039004
2019-03-12,155.74753235740533,154.51591885207588,2191800,1.2316135053294488
2019-03-13,156.67123371221948,155.40541448635696,2612100,1.265819225862515
2019-03-14,156.32909703829776,154.52444394512858,2375300,1.804653093169179
2019-03-15,158.62130790573318,155.7560952971104,6010500,2.865212608622784
2019-03-18,159.30552681571632,156.8679701404826,3669200,2.437556675233708
2019-03-19,157.6890292460562,156.11530660125246,4102800,1.5737226448037518
2019-03-20,158.53577039998603,155.93570740882885,3522400,2.6000629911571878
2019-03-21,159.6219645298739,157.74032566533796,2830200,1.8816388645359439
2019-03-22,161.34966269831068,159.03184546354262,3319600,2.3178172347680572
2019-03-25,159.4765745523305,157.3811141837791,2651600,2.0954603685514144
2019-03-26,161.54637638436765,159.38250448429088,2609600,2.1638719000767708
2019-03-27,161.35823563033674,159.9641154837554,1684800,1.3941201465813435
2019-03-28,162.03385899469654,160.73382119093475,1977100,1.3000378037617963
2019-03-29,162.9490329492829,161.57202246943135,2952000,1.377010479851549
2019-04-01,163.2313130537464,160.57137348345216,3195100,2.6599395702942275
2019-04-02,161.60621162569737,159.68181902431817,1797700,1.9243926013791963
2019-04-03,161.85425175822377,160.4686802108074,2512300,1.3855715474163617
2019-04-04,163.1286584994944,161.5634839048385,2324900,1.5651745946559004
2019-04-05,163.56485742663267,162.56417462912145,2438400,1.0006827975112174
2019-04-08,163.78720797523874,162.16217040095586,2290100,1.625037574282885
2019-04-09,162.74376266050274,161.17004009780084,2279500,1.573722562701903
2019-04-10,163.61616941879953,161.4437362678252,2406800,2.172433150974342
2019-04-11,162.05958098492243,160.83652831934262,1740400,1.2230526655798144
2019-04-12,164.45432969799708,162.13651281084535,3238800,2.3178168871517357
2019-04-15,164.51423654793928,163.2313077879105,1973500,1.282928760028767
2019-04-16,165.13000213559062,163.6931154970692,1559200,1.436886638521429
2019-04-17,164.51420271075557,163.67601336348417,1875000,0.8381893472713955
2019-04-18,166.7806926649309,163.92404188169127,2918400,2.856650783239644
2019-04-22,166.54981989718956,165.39519176087174,1738400,1.1546281363178252
2019-04-23,167.59326212612137,166.02808743186384,2192900,1.5651746942575357
2019-04-24,169.56895728567213,167.0715243264119,3070100,2.4974329592602373
2019-04-25,169.36368302146664,167.31098944984612,2040800,2.052693571620523
2019-04-26,169.85975360558294,168.09785401428786,2302100,1.7618995912950766
2019-04-29,169.65450755289623,167.1228556076996,3456100,2.531651945196643
